date,vacancies,area_BROCK,area_EXCH,area_FRASER,area_GREEN,area_IONA,area_KWTQ,area_MARINE,area_POND,area_STJOHN,area_TBIRD,area_AP_UA
2024-10-06,47,1,1,0,1,0,3,15,3,4,4,15
2024-10-07,45,1,1,0,1,0,4,15,1,4,4,14
2024-10-08,47,1,1,0,1,0,3,15,3,4,5,14
2024-10-09,45,1,1,0,1,0,3,15,3,4,5,12
2024-10-10,44,1,1,0,1,0,3,15,3,4,5,11
2024-10-11,42,2,0,0,1,0,2,14,3,4,5,11
2024-10-12,42,2,0,0,1,0,2,14,3,4,5,11
2024-10-13,39,3,0,0,1,0,2,11,3,4,4,11
2024-10-14,38,3,0,0,1,0,2,11,2,4,4,11
2024-10-15,35,3,0,0,1,0,2,11,2,4,4,8
2024-10-16,36,3,0,0,1,0,1,11,3,4,5,8
2024-10-17,37,3,0,0,1,0,1,11,3,4,6,8
2024-10-18,37,4,0,1,1,0,1,11,3,4,4,8
2024-10-19,34,4,0,1,1,0,1,11,0,4,4,8
2024-10-20,32,3,0,1,1,0,1,10,0,4,4,8
2024-10-21,31,3,0,0,1,0,1,10,0,4,4,8
2024-10-22,32,3,0,0,1,0,1,11,0,4,4,8
2024-10-23,33,3,0,0,1,0,1,11,1,4,4,8
2024-10-24,33,3,0,0,1,0,1,11,1,4,4,8
2024-10-25,33,3,0,0,1,0,1,11,1,4,4,8
2024-10-26,34,3,0,0,1,0,1,11,1,4,5,8
2024-10-27,35,3,0,0,1,0,1,11,2,4,5,8
2024-10-28,36,3,0,0,1,0,1,12,2,4,5,8
2024-10-29,34,2,0,0,1,0,1,12,2,4,5,7
2024-10-30,34,2,0,0,1,0,1,12,3,4,4,7
2024-10-31,34,2,0,0,1,0,1,12,3,4,4,7
2024-11-01,32,2,0,1,1,0,1,12,3,4,3,5
